county,office,district,town,precinct,candidate,party,votes,state_election_id
Rutland,State Senate,RUT,Castleton,,Peg Flory,Republican,42,68831
Rutland,State Senate,RUT,Chittenden,,Peg Flory,Republican,12,68831
Rutland,State Senate,RUT,Clarendon,,Peg Flory,Republican,29,68831
Rutland,State Senate,RUT,Danby,,Peg Flory,Republican,82,68831
Rutland,State Senate,RUT,Fair Haven,,Peg Flory,Republican,46,68831
Rutland,State Senate,RUT,Hubbardton,,Peg Flory,Republican,14,68831
Rutland,State Senate,RUT,Ira,,Peg Flory,Republican,9,68831
Rutland,State Senate,RUT,Killington,,Peg Flory,Republican,11,68831
Rutland,State Senate,RUT,Mendon,,Peg Flory,Republican,17,68831
Rutland,State Senate,RUT,Middletown Springs,,Peg Flory,Republican,17,68831
Rutland,State Senate,RUT,Mount Tabor,,Peg Flory,Republican,0,68831
Rutland,State Senate,RUT,Pawlet,,Peg Flory,Republican,21,68831
Rutland,State Senate,RUT,Pittsfield,,Peg Flory,Republican,4,68831
Rutland,State Senate,RUT,Pittsford,,Peg Flory,Republican,54,68831
Rutland,State Senate,RUT,Poultney,,Peg Flory,Republican,29,68831
Rutland,State Senate,RUT,Proctor,,Peg Flory,Republican,8,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-1,Peg Flory,Republican,39,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-2,Peg Flory,Republican,45,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-3,Peg Flory,Republican,17,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-4,Peg Flory,Republican,44,68831
Rutland,State Senate,RUT,Rutland Town,,Peg Flory,Republican,108,68831
Rutland,State Senate,RUT,Shrewsbury,,Peg Flory,Republican,23,68831
Rutland,State Senate,RUT,Sudbury,,Peg Flory,Republican,15,68831
Rutland,State Senate,RUT,Tinmouth,Rutland 2,Peg Flory,Republican,1,68831
Rutland,State Senate,RUT,Tinmouth,Rutland-Bennington,Peg Flory,Republican,7,68831
Rutland,State Senate,RUT,Wallingford,,Peg Flory,Republican,24,68831
Rutland,State Senate,RUT,Wells,Rutland 5-1,Peg Flory,Republican,9,68831
Rutland,State Senate,RUT,West Haven,Rutland 5-2,Peg Flory,Republican,6,68831
Rutland,State Senate,RUT,West Rutland,Rutland 5-3,Peg Flory,Republican,29,68831
Rutland,State Senate,RUT,Benson,Rutland 5-4,Kevin J. Mullin,Republican,19,68831
Rutland,State Senate,RUT,Brandon,,Kevin J. Mullin,Republican,59,68831
Rutland,State Senate,RUT,Castleton,,Kevin J. Mullin,Republican,40,68831
Rutland,State Senate,RUT,Chittenden,,Kevin J. Mullin,Republican,10,68831
Rutland,State Senate,RUT,Clarendon,,Kevin J. Mullin,Republican,24,68831
Rutland,State Senate,RUT,Danby,,Kevin J. Mullin,Republican,83,68831
Rutland,State Senate,RUT,Fair Haven,,Kevin J. Mullin,Republican,45,68831
Rutland,State Senate,RUT,Hubbardton,,Kevin J. Mullin,Republican,14,68831
Rutland,State Senate,RUT,Ira,,Kevin J. Mullin,Republican,6,68831
Rutland,State Senate,RUT,Killington,Chittenden 5-1,Kevin J. Mullin,Republican,10,68831
Rutland,State Senate,RUT,Mendon,Chittenden 5-2,Kevin J. Mullin,Republican,15,68831
Rutland,State Senate,RUT,Middletown Springs,,Kevin J. Mullin,Republican,15,68831
Rutland,State Senate,RUT,Mount Tabor,,Kevin J. Mullin,Republican,0,68831
Rutland,State Senate,RUT,Pawlet,,Kevin J. Mullin,Republican,18,68831
Rutland,State Senate,RUT,Pittsfield,Chittenden 7-1,Kevin J. Mullin,Republican,5,68831
Rutland,State Senate,RUT,Pittsford,Chittenden 7-2,Kevin J. Mullin,Republican,34,68831
Rutland,State Senate,RUT,Poultney,Chittenden 7-3,Kevin J. Mullin,Republican,34,68831
Rutland,State Senate,RUT,Proctor,Chittenden 7-4,Kevin J. Mullin,Republican,7,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-1,Kevin J. Mullin,Republican,36,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-2,Kevin J. Mullin,Republican,39,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-3,Kevin J. Mullin,Republican,15,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-4,Kevin J. Mullin,Republican,40,68831
Rutland,State Senate,RUT,Rutland Town,Franklin 3-1,Kevin J. Mullin,Republican,100,68831
Rutland,State Senate,RUT,Shrewsbury,Franklin 3-2,Kevin J. Mullin,Republican,20,68831
Rutland,State Senate,RUT,Sudbury,,Kevin J. Mullin,Republican,11,68831
Rutland,State Senate,RUT,Tinmouth,Rutland 2,Kevin J. Mullin,Republican,1,68831
Rutland,State Senate,RUT,Tinmouth,Rutland-Bennington,Kevin J. Mullin,Republican,5,68831
Rutland,State Senate,RUT,Wallingford,,Kevin J. Mullin,Republican,27,68831
Rutland,State Senate,RUT,Wells,,Kevin J. Mullin,Republican,8,68831
Rutland,State Senate,RUT,West Haven,,Kevin J. Mullin,Republican,6,68831
Rutland,State Senate,RUT,West Rutland,,Kevin J. Mullin,Republican,22,68831
Rutland,State Senate,RUT,Benson,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Brandon,,Write Ins,Republican,2,68831
Rutland,State Senate,RUT,Castleton,,Write Ins,Republican,8,68831
Rutland,State Senate,RUT,Chittenden,Bennington 3,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Clarendon,Bennington 4,Write Ins,Republican,3,68831
Rutland,State Senate,RUT,Danby,,Write Ins,Republican,5,68831
Rutland,State Senate,RUT,Fair Haven,,Write Ins,Republican,4,68831
Rutland,State Senate,RUT,Hubbardton,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Ira,Rutland 2,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Killington,Rutland-Bennington,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Mendon,,Write Ins,Republican,2,68831
Rutland,State Senate,RUT,Middletown Springs,,Write Ins,Republican,2,68831
Rutland,State Senate,RUT,Mount Tabor,Orleans 2,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Pawlet,Orleans-Lamoille,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Pittsfield,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Pittsford,,Write Ins,Republican,5,68831
Rutland,State Senate,RUT,Poultney,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Proctor,,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-1,Write Ins,Republican,7,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-2,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-3,Write Ins,Republican,2,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-4,Write Ins,Republican,3,68831
Rutland,State Senate,RUT,Rutland Town,,Write Ins,Republican,14,68831
Rutland,State Senate,RUT,Shrewsbury,,Write Ins,Republican,3,68831
Rutland,State Senate,RUT,Sudbury,,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Tinmouth,Rutland 2,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Tinmouth,Rutland-Bennington,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Wallingford,,Write Ins,Republican,1,68831
Rutland,State Senate,RUT,Wells,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,West Haven,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,West Rutland,,Write Ins,Republican,0,68831
Rutland,State Senate,RUT,Benson,,Blanks,Republican,29,68831
Rutland,State Senate,RUT,Brandon,,Blanks,Republican,141,68831
Rutland,State Senate,RUT,Castleton,,Blanks,Republican,57,68831
Rutland,State Senate,RUT,Chittenden,,Blanks,Republican,28,68831
Rutland,State Senate,RUT,Clarendon,,Blanks,Republican,37,68831
Rutland,State Senate,RUT,Danby,,Blanks,Republican,160,68831
Rutland,State Senate,RUT,Fair Haven,,Blanks,Republican,64,68831
Rutland,State Senate,RUT,Hubbardton,Windham 3,Blanks,Republican,20,68831
Rutland,State Senate,RUT,Ira,Windham 4,Blanks,Republican,21,68831
Rutland,State Senate,RUT,Killington,,Blanks,Republican,27,68831
Rutland,State Senate,RUT,Mendon,,Blanks,Republican,35,68831
Rutland,State Senate,RUT,Middletown Springs,,Blanks,Republican,29,68831
Rutland,State Senate,RUT,Mount Tabor,,Blanks,Republican,3,68831
Rutland,State Senate,RUT,Pawlet,,Blanks,Republican,29,68831
Rutland,State Senate,RUT,Pittsfield,Windham 6,Blanks,Republican,6,68831
Rutland,State Senate,RUT,Pittsford,Windham-Bennington,Blanks,Republican,75,68831
Rutland,State Senate,RUT,Poultney,,Blanks,Republican,57,68831
Rutland,State Senate,RUT,Proctor,,Blanks,Republican,23,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-1,Blanks,Republican,86,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-2,Blanks,Republican,98,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-3,Blanks,Republican,44,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-4,Blanks,Republican,66,68831
Rutland,State Senate,RUT,Rutland Town,,Blanks,Republican,204,68831
Rutland,State Senate,RUT,Shrewsbury,,Blanks,Republican,38,68831
Rutland,State Senate,RUT,Sudbury,,Blanks,Republican,30,68831
Rutland,State Senate,RUT,Tinmouth,Rutland 2,Blanks,Republican,4,68831
Rutland,State Senate,RUT,Tinmouth,Rutland-Bennington,Blanks,Republican,11,68831
Rutland,State Senate,RUT,Wallingford,,Blanks,Republican,59,68831
Rutland,State Senate,RUT,Wells,,Blanks,Republican,22,68831
Rutland,State Senate,RUT,West Haven,,Blanks,Republican,9,68831
Rutland,State Senate,RUT,West Rutland,,Blanks,Republican,45,68831
Rutland,State Senate,RUT,Benson,,Total Votes Cast,Republican,72,68831
Rutland,State Senate,RUT,Brandon,,Total Votes Cast,Republican,276,68831
Rutland,State Senate,RUT,Castleton,,Total Votes Cast,Republican,147,68831
Rutland,State Senate,RUT,Chittenden,,Total Votes Cast,Republican,51,68831
Rutland,State Senate,RUT,Clarendon,,Total Votes Cast,Republican,93,68831
Rutland,State Senate,RUT,Danby,,Total Votes Cast,Republican,330,68831
Rutland,State Senate,RUT,Fair Haven,,Total Votes Cast,Republican,159,68831
Rutland,State Senate,RUT,Hubbardton,,Total Votes Cast,Republican,48,68831
Rutland,State Senate,RUT,Ira,,Total Votes Cast,Republican,36,68831
Rutland,State Senate,RUT,Killington,,Total Votes Cast,Republican,48,68831
Rutland,State Senate,RUT,Mendon,,Total Votes Cast,Republican,69,68831
Rutland,State Senate,RUT,Middletown Springs,Bennington 2-1,Total Votes Cast,Republican,63,68831
Rutland,State Senate,RUT,Mount Tabor,Bennington 2-2,Total Votes Cast,Republican,3,68831
Rutland,State Senate,RUT,Pawlet,,Total Votes Cast,Republican,69,68831
Rutland,State Senate,RUT,Pittsfield,,Total Votes Cast,Republican,15,68831
Rutland,State Senate,RUT,Pittsford,,Total Votes Cast,Republican,168,68831
Rutland,State Senate,RUT,Poultney,,Total Votes Cast,Republican,120,68831
Rutland,State Senate,RUT,Proctor,,Total Votes Cast,Republican,39,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-1,Total Votes Cast,Republican,168,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-2,Total Votes Cast,Republican,183,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-3,Total Votes Cast,Republican,78,68831
Rutland,State Senate,RUT,Rutland City,Rutland 5-4,Total Votes Cast,Republican,153,68831
Rutland,State Senate,RUT,Rutland Town,Windham 2-1,Total Votes Cast,Republican,426,68831
Rutland,State Senate,RUT,Shrewsbury,Windham 2-2,Total Votes Cast,Republican,84,68831
Rutland,State Senate,RUT,Sudbury,Windham 2-3,Total Votes Cast,Republican,57,68831
Rutland,State Senate,RUT,Tinmouth,Rutland 2,Total Votes Cast,Republican,6,68831
Rutland,State Senate,RUT,Tinmouth,Rutland-Bennington,Total Votes Cast,Republican,24,68831
Rutland,State Senate,RUT,Wallingford,,Total Votes Cast,Republican,111,68831
Rutland,State Senate,RUT,Wells,,Total Votes Cast,Republican,39,68831
Rutland,State Senate,RUT,West Haven,,Total Votes Cast,Republican,21,68831
Rutland,State Senate,RUT,West Rutland,,Total Votes Cast,Republican,96,68831
Washington,State Senate,WAS,Barre City,,Ann Cummings,Democratic,321,68806
Washington,State Senate,WAS,Barre Town,,Ann Cummings,Democratic,289,68806
Washington,State Senate,WAS,Berlin,,Ann Cummings,Democratic,93,68806
Washington,State Senate,WAS,Cabot,,Ann Cummings,Democratic,52,68806
Washington,State Senate,WAS,Calais,,Ann Cummings,Democratic,141,68806
Washington,State Senate,WAS,Duxbury,,Ann Cummings,Democratic,102,68806
Washington,State Senate,WAS,East Montpelier,,Ann Cummings,Democratic,206,68806
Washington,State Senate,WAS,Fayston,,Ann Cummings,Democratic,46,68806
Washington,State Senate,WAS,Marshfield,,Ann Cummings,Democratic,74,68806
Washington,State Senate,WAS,Middlesex,,Ann Cummings,Democratic,113,68806
Washington,State Senate,WAS,Montpelier,,Ann Cummings,Democratic,904,68806
Washington,State Senate,WAS,Moretown,,Ann Cummings,Democratic,63,68806
Washington,State Senate,WAS,Northfield,,Ann Cummings,Democratic,173,68806
Washington,State Senate,WAS,Plainfield,,Ann Cummings,Democratic,84,68806
Washington,State Senate,WAS,Roxbury,,Ann Cummings,Democratic,30,68806
Washington,State Senate,WAS,Waitsfield,,Ann Cummings,Democratic,115,68806
Washington,State Senate,WAS,Warren,,Ann Cummings,Democratic,71,68806
Washington,State Senate,WAS,Waterbury,,Ann Cummings,Democratic,306,68806
Washington,State Senate,WAS,Woodbury,,Ann Cummings,Democratic,49,68806
Washington,State Senate,WAS,Worcester,,Ann Cummings,Democratic,82,68806
Washington,State Senate,WAS,Barre City,,Anthony Pollina,Democratic,289,68806
Washington,State Senate,WAS,Barre Town,,Anthony Pollina,Democratic,246,68806
Washington,State Senate,WAS,Berlin,,Anthony Pollina,Democratic,84,68806
Washington,State Senate,WAS,Cabot,,Anthony Pollina,Democratic,50,68806
Washington,State Senate,WAS,Calais,,Anthony Pollina,Democratic,123,68806
Washington,State Senate,WAS,Duxbury,,Anthony Pollina,Democratic,89,68806
Washington,State Senate,WAS,East Montpelier,,Anthony Pollina,Democratic,185,68806
Washington,State Senate,WAS,Fayston,,Anthony Pollina,Democratic,35,68806
Washington,State Senate,WAS,Marshfield,,Anthony Pollina,Democratic,76,68806
Washington,State Senate,WAS,Middlesex,,Anthony Pollina,Democratic,108,68806
Washington,State Senate,WAS,Montpelier,,Anthony Pollina,Democratic,646,68806
Washington,State Senate,WAS,Moretown,,Anthony Pollina,Democratic,59,68806
Washington,State Senate,WAS,Northfield,,Anthony Pollina,Democratic,135,68806
Washington,State Senate,WAS,Plainfield,,Anthony Pollina,Democratic,83,68806
Washington,State Senate,WAS,Roxbury,,Anthony Pollina,Democratic,36,68806
Washington,State Senate,WAS,Waitsfield,,Anthony Pollina,Democratic,116,68806
Washington,State Senate,WAS,Warren,,Anthony Pollina,Democratic,56,68806
Washington,State Senate,WAS,Waterbury,,Anthony Pollina,Democratic,283,68806
Washington,State Senate,WAS,Woodbury,,Anthony Pollina,Democratic,47,68806
Washington,State Senate,WAS,Worcester,,Anthony Pollina,Democratic,75,68806
Washington,State Senate,WAS,Barre City,,Write Ins,Democratic,45,68806
Washington,State Senate,WAS,Barre Town,,Write Ins,Democratic,41,68806
Washington,State Senate,WAS,Berlin,,Write Ins,Democratic,21,68806
Washington,State Senate,WAS,Cabot,,Write Ins,Democratic,6,68806
Washington,State Senate,WAS,Calais,,Write Ins,Democratic,13,68806
Washington,State Senate,WAS,Duxbury,,Write Ins,Democratic,12,68806
Washington,State Senate,WAS,East Montpelier,,Write Ins,Democratic,18,68806
Washington,State Senate,WAS,Fayston,,Write Ins,Democratic,3,68806
Washington,State Senate,WAS,Marshfield,,Write Ins,Democratic,11,68806
Washington,State Senate,WAS,Middlesex,,Write Ins,Democratic,7,68806
Washington,State Senate,WAS,Montpelier,,Write Ins,Democratic,88,68806
Washington,State Senate,WAS,Moretown,,Write Ins,Democratic,6,68806
Washington,State Senate,WAS,Northfield,,Write Ins,Democratic,19,68806
Washington,State Senate,WAS,Plainfield,,Write Ins,Democratic,9,68806
Washington,State Senate,WAS,Roxbury,,Write Ins,Democratic,3,68806
Washington,State Senate,WAS,Waitsfield,,Write Ins,Democratic,13,68806
Washington,State Senate,WAS,Warren,,Write Ins,Democratic,3,68806
Washington,State Senate,WAS,Waterbury,,Write Ins,Democratic,14,68806
Washington,State Senate,WAS,Woodbury,,Write Ins,Democratic,6,68806
Washington,State Senate,WAS,Worcester,,Write Ins,Democratic,7,68806
Washington,State Senate,WAS,Barre City,,Blanks,Democratic,593,68806
Washington,State Senate,WAS,Barre Town,,Blanks,Democratic,633,68806
Washington,State Senate,WAS,Berlin,,Blanks,Democratic,251,68806
Washington,State Senate,WAS,Cabot,,Blanks,Democratic,144,68806
Washington,State Senate,WAS,Calais,,Blanks,Democratic,257,68806
Washington,State Senate,WAS,Duxbury,,Blanks,Democratic,208,68806
Washington,State Senate,WAS,East Montpelier,,Blanks,Democratic,416,68806
Washington,State Senate,WAS,Fayston,,Blanks,Democratic,117,68806
Washington,State Senate,WAS,Marshfield,,Blanks,Democratic,145,68806
Washington,State Senate,WAS,Middlesex,,Blanks,Democratic,222,68806
Washington,State Senate,WAS,Montpelier,,Blanks,Democratic,"1,692",68806
Washington,State Senate,WAS,Moretown,,Blanks,Democratic,166,68806
Washington,State Senate,WAS,Northfield,,Blanks,Democratic,357,68806
Washington,State Senate,WAS,Plainfield,,Blanks,Democratic,169,68806
Washington,State Senate,WAS,Roxbury,,Blanks,Democratic,81,68806
Washington,State Senate,WAS,Waitsfield,,Blanks,Democratic,278,68806
Washington,State Senate,WAS,Warren,,Blanks,Democratic,161,68806
Washington,State Senate,WAS,Waterbury,,Blanks,Democratic,594,68806
Washington,State Senate,WAS,Woodbury,,Blanks,Democratic,105,68806
Washington,State Senate,WAS,Worcester,,Blanks,Democratic,130,68806
Washington,State Senate,WAS,Barre City,,Total Votes Cast,Democratic,"1,248",68806
Washington,State Senate,WAS,Barre Town,,Total Votes Cast,Democratic,"1,209",68806
Washington,State Senate,WAS,Berlin,,Total Votes Cast,Democratic,449,68806
Washington,State Senate,WAS,Cabot,,Total Votes Cast,Democratic,252,68806
Washington,State Senate,WAS,Calais,,Total Votes Cast,Democratic,534,68806
Washington,State Senate,WAS,Duxbury,,Total Votes Cast,Democratic,411,68806
Washington,State Senate,WAS,East Montpelier,,Total Votes Cast,Democratic,825,68806
Washington,State Senate,WAS,Fayston,,Total Votes Cast,Democratic,201,68806
Washington,State Senate,WAS,Marshfield,,Total Votes Cast,Democratic,306,68806
Washington,State Senate,WAS,Middlesex,,Total Votes Cast,Democratic,450,68806
Washington,State Senate,WAS,Montpelier,,Total Votes Cast,Democratic,"3,330",68806
Washington,State Senate,WAS,Moretown,,Total Votes Cast,Democratic,294,68806
Washington,State Senate,WAS,Northfield,,Total Votes Cast,Democratic,684,68806
Washington,State Senate,WAS,Plainfield,,Total Votes Cast,Democratic,345,68806
Washington,State Senate,WAS,Roxbury,,Total Votes Cast,Democratic,150,68806
Washington,State Senate,WAS,Waitsfield,,Total Votes Cast,Democratic,522,68806
Washington,State Senate,WAS,Warren,,Total Votes Cast,Democratic,291,68806
Washington,State Senate,WAS,Waterbury,,Total Votes Cast,Democratic,"1,197",68806
Washington,State Senate,WAS,Woodbury,,Total Votes Cast,Democratic,207,68806
Washington,State Senate,WAS,Worcester,,Total Votes Cast,Democratic,294,68806
Washington,State Senate,WAS,Barre City,,William Bill Doyle,Republican,114,68832
Washington,State Senate,WAS,Barre Town,,William Bill Doyle,Republican,165,68832
Washington,State Senate,WAS,Berlin,,William Bill Doyle,Republican,63,68832
Washington,State Senate,WAS,Cabot,,William Bill Doyle,Republican,10,68832
Washington,State Senate,WAS,Calais,,William Bill Doyle,Republican,16,68832
Washington,State Senate,WAS,Duxbury,,William Bill Doyle,Republican,16,68832
Washington,State Senate,WAS,East Montpelier,,William Bill Doyle,Republican,37,68832
Washington,State Senate,WAS,Fayston,,William Bill Doyle,Republican,9,68832
Washington,State Senate,WAS,Marshfield,,William Bill Doyle,Republican,15,68832
Washington,State Senate,WAS,Middlesex,,William Bill Doyle,Republican,20,68832
Washington,State Senate,WAS,Montpelier,,William Bill Doyle,Republican,63,68832
Washington,State Senate,WAS,Moretown,,William Bill Doyle,Republican,26,68832
Washington,State Senate,WAS,Northfield,,William Bill Doyle,Republican,51,68832
Washington,State Senate,WAS,Plainfield,,William Bill Doyle,Republican,9,68832
Washington,State Senate,WAS,Roxbury,,William Bill Doyle,Republican,9,68832
Washington,State Senate,WAS,Waitsfield,,William Bill Doyle,Republican,22,68832
Washington,State Senate,WAS,Warren,,William Bill Doyle,Republican,7,68832
Washington,State Senate,WAS,Waterbury,,William Bill Doyle,Republican,43,68832
Washington,State Senate,WAS,Woodbury,,William Bill Doyle,Republican,21,68832
Washington,State Senate,WAS,Worcester,,William Bill Doyle,Republican,9,68832
Washington,State Senate,WAS,Barre City,,Bernard Barnett,Republican,103,68832
Washington,State Senate,WAS,Barre Town,,Bernard Barnett,Republican,141,68832
Washington,State Senate,WAS,Berlin,,Bernard Barnett,Republican,48,68832
Washington,State Senate,WAS,Cabot,,Bernard Barnett,Republican,9,68832
Washington,State Senate,WAS,Calais,,Bernard Barnett,Republican,16,68832
Washington,State Senate,WAS,Duxbury,,Bernard Barnett,Republican,14,68832
Washington,State Senate,WAS,East Montpelier,,Bernard Barnett,Republican,34,68832
Washington,State Senate,WAS,Fayston,,Bernard Barnett,Republican,8,68832
Washington,State Senate,WAS,Marshfield,,Bernard Barnett,Republican,10,68832
Washington,State Senate,WAS,Middlesex,,Bernard Barnett,Republican,12,68832
Washington,State Senate,WAS,Montpelier,,Bernard Barnett,Republican,48,68832
Washington,State Senate,WAS,Moretown,,Bernard Barnett,Republican,20,68832
Washington,State Senate,WAS,Northfield,,Bernard Barnett,Republican,41,68832
Washington,State Senate,WAS,Plainfield,,Bernard Barnett,Republican,8,68832
Washington,State Senate,WAS,Roxbury,,Bernard Barnett,Republican,6,68832
Washington,State Senate,WAS,Waitsfield,,Bernard Barnett,Republican,17,68832
Washington,State Senate,WAS,Warren,,Bernard Barnett,Republican,8,68832
Washington,State Senate,WAS,Waterbury,,Bernard Barnett,Republican,34,68832
Washington,State Senate,WAS,Woodbury,,Bernard Barnett,Republican,17,68832
Washington,State Senate,WAS,Worcester,,Bernard Barnett,Republican,5,68832
Washington,State Senate,WAS,Barre City,,Dexter Lefavour,Republican,88,68832
Washington,State Senate,WAS,Barre Town,,Dexter Lefavour,Republican,128,68832
Washington,State Senate,WAS,Berlin,,Dexter Lefavour,Republican,47,68832
Washington,State Senate,WAS,Cabot,,Dexter Lefavour,Republican,8,68832
Washington,State Senate,WAS,Calais,,Dexter Lefavour,Republican,15,68832
Washington,State Senate,WAS,Duxbury,,Dexter Lefavour,Republican,15,68832
Washington,State Senate,WAS,East Montpelier,,Dexter Lefavour,Republican,34,68832
Washington,State Senate,WAS,Fayston,,Dexter Lefavour,Republican,6,68832
Washington,State Senate,WAS,Marshfield,,Dexter Lefavour,Republican,8,68832
Washington,State Senate,WAS,Middlesex,,Dexter Lefavour,Republican,18,68832
Washington,State Senate,WAS,Montpelier,,Dexter Lefavour,Republican,44,68832
Washington,State Senate,WAS,Moretown,,Dexter Lefavour,Republican,19,68832
Washington,State Senate,WAS,Northfield,,Dexter Lefavour,Republican,40,68832
Washington,State Senate,WAS,Plainfield,,Dexter Lefavour,Republican,8,68832
Washington,State Senate,WAS,Roxbury,,Dexter Lefavour,Republican,7,68832
Washington,State Senate,WAS,Waitsfield,,Dexter Lefavour,Republican,21,68832
Washington,State Senate,WAS,Warren,,Dexter Lefavour,Republican,8,68832
Washington,State Senate,WAS,Waterbury,,Dexter Lefavour,Republican,35,68832
Washington,State Senate,WAS,Woodbury,,Dexter Lefavour,Republican,16,68832
Washington,State Senate,WAS,Worcester,,Dexter Lefavour,Republican,3,68832
Washington,State Senate,WAS,Barre City,,Write Ins,Republican,2,68832
Washington,State Senate,WAS,Barre Town,,Write Ins,Republican,6,68832
Washington,State Senate,WAS,Berlin,,Write Ins,Republican,4,68832
Washington,State Senate,WAS,Cabot,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Calais,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Duxbury,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,East Montpelier,,Write Ins,Republican,1,68832
Washington,State Senate,WAS,Fayston,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Marshfield,,Write Ins,Republican,1,68832
Washington,State Senate,WAS,Middlesex,,Write Ins,Republican,1,68832
Washington,State Senate,WAS,Montpelier,,Write Ins,Republican,1,68832
Washington,State Senate,WAS,Moretown,,Write Ins,Republican,2,68832
Washington,State Senate,WAS,Northfield,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Plainfield,,Write Ins,Republican,1,68832
Washington,State Senate,WAS,Roxbury,,Write Ins,Republican,1,68832
Washington,State Senate,WAS,Waitsfield,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Warren,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Waterbury,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Woodbury,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Worcester,,Write Ins,Republican,0,68832
Washington,State Senate,WAS,Barre City,,Blanks,Republican,101,68832
Washington,State Senate,WAS,Barre Town,,Blanks,Republican,121,68832
Washington,State Senate,WAS,Berlin,,Blanks,Republican,63,68832
Washington,State Senate,WAS,Cabot,,Blanks,Republican,15,68832
Washington,State Senate,WAS,Calais,,Blanks,Republican,19,68832
Washington,State Senate,WAS,Duxbury,,Blanks,Republican,12,68832
Washington,State Senate,WAS,East Montpelier,,Blanks,Republican,32,68832
Washington,State Senate,WAS,Fayston,,Blanks,Republican,13,68832
Washington,State Senate,WAS,Marshfield,,Blanks,Republican,17,68832
Washington,State Senate,WAS,Middlesex,,Blanks,Republican,33,68832
Washington,State Senate,WAS,Montpelier,,Blanks,Republican,75,68832
Washington,State Senate,WAS,Moretown,,Blanks,Republican,23,68832
Washington,State Senate,WAS,Northfield,,Blanks,Republican,45,68832
Washington,State Senate,WAS,Plainfield,,Blanks,Republican,4,68832
Washington,State Senate,WAS,Roxbury,,Blanks,Republican,7,68832
Washington,State Senate,WAS,Waitsfield,,Blanks,Republican,21,68832
Washington,State Senate,WAS,Warren,,Blanks,Republican,25,68832
Washington,State Senate,WAS,Waterbury,,Blanks,Republican,35,68832
Washington,State Senate,WAS,Woodbury,,Blanks,Republican,27,68832
Washington,State Senate,WAS,Worcester,,Blanks,Republican,13,68832
Washington,State Senate,WAS,Barre City,,Total Votes Cast,Republican,408,68832
Washington,State Senate,WAS,Barre Town,,Total Votes Cast,Republican,561,68832
Washington,State Senate,WAS,Berlin,,Total Votes Cast,Republican,225,68832
Washington,State Senate,WAS,Cabot,,Total Votes Cast,Republican,42,68832
Washington,State Senate,WAS,Calais,,Total Votes Cast,Republican,66,68832
Washington,State Senate,WAS,Duxbury,,Total Votes Cast,Republican,57,68832
Washington,State Senate,WAS,East Montpelier,,Total Votes Cast,Republican,138,68832
Washington,State Senate,WAS,Fayston,,Total Votes Cast,Republican,36,68832
Washington,State Senate,WAS,Marshfield,,Total Votes Cast,Republican,51,68832
Washington,State Senate,WAS,Middlesex,,Total Votes Cast,Republican,84,68832
Washington,State Senate,WAS,Montpelier,,Total Votes Cast,Republican,231,68832
Washington,State Senate,WAS,Moretown,,Total Votes Cast,Republican,90,68832
